question_id,language,pair_id,source_text,target_text,source_lang,target_lang,question,expected_answer,citation_text,cite_from,difficulty,question_type,register,model,batch_id,generated_date,has_context
es_batch_gemini_04_084,es,es_043,"Le echaron una mano cuando más lo necesitaba, sus amigos se presentaron sin avisar con comida y apoyo moral durante esos días difíciles.","They gave him a hand when he needed it most, his friends showed up unannounced with food and moral support during those difficult days.",es,en,What kind of support did the friends offer during the person's difficult time?,"They provided both food and emotional or psychological encouragement, which is termed 'moral support' in the text.",with food and moral support during those difficult days,target,easy,factual,informal,gemini,es_batch_gemini_04,2025-11-21,yes
es_batch_gemini_04_085,es,es_043,"Le echaron una mano cuando más lo necesitaba, sus amigos se presentaron sin avisar con comida y apoyo moral durante esos días difíciles.","They gave him a hand when he needed it most, his friends showed up unannounced with food and moral support during those difficult days.",es,en,The Spanish phrase 'Le echaron una mano' is translated to 'They gave him a hand'. Explain the meaning of this common idiom in both languages.,"The idiom 'echar una mano'/'give a hand' means to provide assistance or help to someone in need. In the context of the text, it refers to the friends assisting the person during a hard time by showing up with concrete aid (food) and emotional aid.",Le echaron una mano,source,medium,reasoning,informal,gemini,es_batch_gemini_04,2025-11-21,yes
es_batch_gemini_04_086,es,es_044,"El tango argentino combina música, danza y poesía en una expresión artística que refleja la melancolía y pasión de la cultura rioplatense.","Argentine tango combines music, dance, and poetry in an artistic expression that reflects the melancholy and passion of River Plate culture.",es,en,"What are the three distinct elements that the Argentine tango integrates into its artistic expression, according to the provided information?","The Argentine tango integrates music, dance, and poetry into a comprehensive artistic form.","Argentine tango combines music, dance, and poetry in an artistic expression",target,medium,factual,formal,gemini,es_batch_gemini_04,2025-11-21,yes
es_batch_gemini_04_087,es,es_044,"El tango argentino combina música, danza y poesía en una expresión artística que refleja la melancolía y pasión de la cultura rioplatense.","Argentine tango combines music, dance, and poetry in an artistic expression that reflects the melancholy and passion of River Plate culture.",es,en,"The source text refers to the 'cultura rioplatense'. Discuss the specificity of this term compared to the translation 'River Plate culture', addressing whether the English term fully captures the cultural and geographic context required for a formal academic register.","The term 'rioplatense' is a specific demonym referring to the culture originating from the region around the Río de la Plata estuary, primarily encompassing Buenos Aires (Argentina) and Montevideo (Uruguay). While 'River Plate culture' is a literal and acceptable translation, the Spanish term is often retained in formal academic discussions outside of tourism to emphasize this specific bi-national, regional identity. The English translation is accurate but slightly less precise in the formal register than using or defining the original term's specificity.",pasión de la cultura rioplatense,source,hard,ambiguous,formal,gemini,es_batch_gemini_04,2025-11-21,yes
es_batch_gemini_05_088,es,es_045,"La interfaz de usuario debe ser intuitiva y accesible, siguiendo las mejores prácticas de diseño UX para garantizar una experiencia óptima.","The user interface must be intuitive and accessible, following UX design best practices to ensure an optimal experience.",es,en,"What is the primary requirement for the user interface, besides being accessible?","The user interface must also be intuitive, meaning easy and natural to use.",The user interface must be intuitive and accessible,target,easy,factual,formal,gemini,es_batch_gemini_05,2025-11-21,yes
es_batch_gemini_05_089,es,es_046,"No puedo creer que hayas viajado por toda Europa con solo una mochila, yo necesito media maleta solo para una semana.","I can't believe you traveled through all of Europe with just a backpack, I need half a suitcase just for one week.",es,en,The speaker in the second text expresses disbelief. What exactly are they surprised by regarding the other person's travel logistics?,They are surprised that the other person managed to travel throughout the entire continent of Europe carrying only a single backpack for their luggage.,I can't believe you traveled through all of Europe with just a backpack,target,medium,factual,informal,gemini,es_batch_gemini_05,2025-11-21,yes
es_batch_gemini_05_090,es,es_045,"La interfaz de usuario debe ser intuitiva y accesible, siguiendo las mejores prácticas de diseño UX para garantizar una experiencia óptima.","The user interface must be intuitive and accessible, following UX design best practices to ensure an optimal experience.",es,en,What is the core difference in register between the Spanish phrase 'una experiencia óptima' and the English translation 'an optimal experience' in a professional setting?,"The Spanish phrase often uses the noun (*experiencia*) first, which is standard in formal contexts. The English translation, by using the adjective 'optimal' before the noun, follows a highly preferred and concise structure in formal English technical writing, reflecting a slight translation shift toward the most streamlined, professional register.",garantizar una experiencia óptima,source,hard,ambiguous,formal,gemini,es_batch_gemini_05,2025-11-21,yes
es_batch_gemini_05_091,es,es_046,"No puedo creer que hayas viajado por toda Europa con solo una mochila, yo necesito media maleta solo para una semana.","I can't believe you traveled through all of Europe with just a backpack, I need half a suitcase just for one week.",es,en,The speaker contrasts traveling 'por toda Europa con solo una mochila' with needing 'media maleta solo para una semana'. What can you infer about the speaker's typical travel style?,"You can infer that the speaker typically overpacks or travels with significantly more luggage, as they need a large amount of luggage (half a suitcase) for just a short, one-week trip, indicating a non-minimalist or high-maintenance travel style.",yo necesito media maleta solo para una semana,source,medium,reasoning,informal,gemini,es_batch_gemini_05,2025-11-21,yes
es_batch_gemini_06_092,es,es_047,"La investigación arqueológica reveló que el sitio fue habitado continuamente durante más de mil años, evidenciando una rica historia cultural.","Archaeological research revealed that the site was continuously inhabited for over a thousand years, evidencing a rich cultural history.",es,en,How long does the evidence indicate the archaeological site was continuously occupied?,The site was continuously inhabited for a period spanning over a thousand years.,continuously inhabited for over a thousand years,target,easy,factual,formal,gemini,es_batch_gemini_06,2025-11-21,yes
es_batch_gemini_06_093,es,es_048,El director de orquesta levantó la batuta con elegancia y los músicos comenzaron a interpretar la sinfonía con precisión y emotividad excepcionales.,The conductor raised the baton elegantly and the musicians began to perform the symphony with exceptional precision and emotion.,es,en,What two key qualities made the musicians' performance of the symphony stand out?,The musicians performed the symphony with exceptional precision and emotion.,perform the symphony with exceptional precision and emotion,target,medium,factual,informal,gemini,es_batch_gemini_06,2025-11-21,yes
es_batch_gemini_06_094,es,es_048,El director de orquesta levantó la batuta con elegancia y los músicos comenzaron a interpretar la sinfonía con precisión y emotividad excepcionales.,The conductor raised the baton elegantly and the musicians began to perform the symphony with exceptional precision and emotion.,es,en,The Spanish phrase 'director de orquesta' is translated as 'The conductor'. Why does the use of the full Spanish phrase potentially reflect a slightly more formal or explicit register in the source text than the English equivalent?,"The Spanish 'director de orquesta' is an explicit, full title ('director of orchestra'), while 'conductor' is a very common, succinct, and entirely sufficient English equivalent. In music criticism, the full Spanish phrasing can signal a slightly higher degree of formality or descriptive completeness, contrasting with the often single-word efficiency preferred in English professional terminology.",El director de orquesta levantó la batuta con elegancia,source,hard,ambiguous,formal,gemini,es_batch_gemini_06,2025-11-21,yes
es_batch_gemini_06_095,es,es_047,"La investigación arqueológica reveló que el sitio fue habitado continuamente durante más de mil años, evidenciando una rica historia cultural.","Archaeological research revealed that the site was continuously inhabited for over a thousand years, evidencing a rich cultural history.",es,en,"Based on the length of habitation discovered by the research, what can we deduce about the cultural history of the site?","We can deduce that the long, continuous habitation implies a highly developed, stable civilization, leading to a complex and deep cultural heritage, as evidenced by the mention of 'una rica historia cultural'.",evidenciando una rica historia cultural,source,medium,reasoning,informal,gemini,es_batch_gemini_06,2025-11-21,yes
es_batch_gemini_07_096,es,es_050,"El blockchain permite transacciones descentralizadas y transparentes mediante criptografía avanzada, revolucionando sectores como finanzas y logística.","Blockchain enables decentralized and transparent transactions through advanced cryptography, revolutionizing sectors such as finance and logistics.",es,en,What technological process enables the transparent and decentralized transactions on the blockchain?,The mechanism that allows for these features is the application of advanced cryptography.,through advanced cryptography,target,easy,factual,formal,gemini,es_batch_gemini_07,2025-11-21,yes
es_batch_gemini_07_097,es,es_049,"Tienes que tomarlo con calma, no puedes resolver todos los problemas de una vez, ve paso a paso y verás que todo mejora.","You have to take it easy, you can't solve all the problems at once, go step by step and you'll see that everything improves.",es,en,"In the Spanish text, what's the idiomatic meaning of 'tomarlo con calma' and how does the context reinforce this interpretation?","The idiom 'tomarlo con calma' literally means 'to take it with calmness,' and is translated as 'take it easy.' It's an encouragement to approach a situation without stress or hurry, reinforced by the advice to 'go step by step' rather than trying to solve everything immediately.",Tienes que tomarlo con calma,source,medium,reasoning,informal,gemini,es_batch_gemini_07,2025-11-21,yes
es_batch_gemini_07_098,es,es_050,"El blockchain permite transacciones descentralizadas y transparentes mediante criptografía avanzada, revolucionando sectores como finanzas y logística.","Blockchain enables decentralized and transparent transactions through advanced cryptography, revolutionizing sectors such as finance and logistics.",es,en,What two industrial sectors are cited as being revolutionized by the capabilities of the blockchain technology?,The two sectors mentioned as being revolutionized by this technology are finance and logistics.,revolutionizing sectors such as finance and logistics,target,medium,factual,informal,gemini,es_batch_gemini_07,2025-11-21,yes
es_batch_gemini_07_099,es,es_049,"Tienes que tomarlo con calma, no puedes resolver todos los problemas de una vez, ve paso a paso y verás que todo mejora.","You have to take it easy, you can't solve all the problems at once, go step by step and you'll see that everything improves.",es,en,"The Spanish phrase 've paso a paso' uses the informal imperative 've,' while the English uses the neutral imperative 'go step by step.' Discuss the resulting register difference and whether the English translation maintains the necessary tone.","The Spanish 've' (from *ir* - 'to go') clearly establishes an informal or familiar relationship (tú form) between the speaker and the listener. The English translation 'go step by step' is grammatically neutral in terms of formality. While the English is functionally accurate and conversational, it loses the specific marker of familiarity (the *tú* conjugation) present in the Spanish source, thereby making the English slightly less explicitly informal than the Spanish.",ve paso a paso y verás que todo mejora,source,hard,ambiguous,formal,gemini,es_batch_gemini_07,2025-11-21,yes
he_batch_chatgpt_01_100,he,he_001,ממשלת ישראל אישרה היום תקציב חדש שמטרתו לשפר את מערכת הבריאות הציבורית ולהגדיל את מספר המיטות בבתי החולים.,The Israeli government approved a new budget today aimed at improving the public healthcare system and increasing the number of hospital beds.,he,en,What specific governmental action is explicitly described in the translation?,It states that the government formally approved a new budget intended to improve the national healthcare system.,approved a new budget today,target,easy,factual,formal,chatgpt,he_batch_chatgpt_01,2025-11-21,yes
he_batch_chatgpt_01_101,he,he_002,"אני חושב שכדאי לנו לצאת לטיול בסוף השבוע, אם מזג האויר יהיה טוב ולא יהיה גשם.","I think we should go on a trip this weekend, if the weather is nice and it doesn't rain.",he,en,So what exactly is the person saying they wanna do this weekend?,"They're saying they think the group should go on a weekend trip, assuming the weather cooperates.",אני חושב שכדאי לנו לצאת לטיול,source,easy,factual,informal,chatgpt,he_batch_chatgpt_01,2025-11-21,yes
he_batch_chatgpt_01_102,he,he_002,"אני חושב שכדאי לנו לצאת לטיול בסוף השבוע, אם מזג האויר יהיה טוב ולא יהיה גשם.","I think we should go on a trip this weekend, if the weather is nice and it doesn't rain.",he,en,"How does the translation express conditional timing with respect to weather, and what does this imply about the speaker's plan?","The conditional phrasing indicates that the trip will occur only if the weather is suitable, showing that the plan is tentative rather than fixed.",if the weather is nice and it doesn't rain,target,medium,reasoning,formal,chatgpt,he_batch_chatgpt_01,2025-11-21,yes
he_batch_chatgpt_01_103,he,he_002,"אני חושב שכדאי לנו לצאת לטיול בסוף השבוע, אם מזג האויר יהיה טוב ולא יהיה גשם.","I think we should go on a trip this weekend, if the weather is nice and it doesn't rain.",he,en,"If you had to explain the tone of the original Hebrew sentence about the trip, would you say it sounds chill or more serious?","The tone is casual and friendly, using everyday phrasing to suggest an outing without sounding formal or obligatory.",אם מזג האויר יהיה טוב ולא יהיה גשם,source,medium,reasoning,informal,chatgpt,he_batch_chatgpt_01,2025-11-21,yes
he_batch_chatgpt_01_104,he,he_001,ממשלת ישראל אישרה היום תקציב חדש שמטרתו לשפר את מערכת הבריאות הציבורית ולהגדיל את מספר המיטות בבתי החולים.,The Israeli government approved a new budget today aimed at improving the public healthcare system and increasing the number of hospital beds.,he,en,"In the context of the healthcare budget statement, could the phrase about improving the system be interpreted either as a promise of substantive reform or merely incremental adjustments?","Yes, the wording can be read both ways because it signals improvement but does not specify whether the changes are structural reforms or minor expansions.",improving the public healthcare system,target,hard,ambiguous,formal,chatgpt,he_batch_chatgpt_01,2025-11-21,yes
he_batch_chatgpt_01_105,he,he_003,החוקרים פיתחו אלגוריתם חדש שמשפר את יעילות עיבוד הנתונים בזמן אמת במערכות בינה מלאכותית מתקדמות.,The researchers developed a new algorithm that improves real-time data processing efficiency in advanced artificial intelligence systems.,he,en,"Do you think the phrase about real-time processing hints that the researchers pulled off something groundbreaking, or could it just mean a routine tech upgrade?","It could imply either a major innovation or a standard optimization, since the wording highlights efficiency but does not clarify the scale of the advancement.",בזמן אמת במערכות בינה מלאכותית מתקדמות,source,hard,ambiguous,informal,chatgpt,he_batch_chatgpt_01,2025-11-21,yes
he_batch_chatgpt_02_106,he,he_004,הספר הזה מספר את סיפורה של משפחה יהודית שניצלה מהשואה והחלה חיים חדשים בארץ אחרת.,This book tells the story of a Jewish family that survived the Holocaust and began a new life in another country.,he,en,"According to the translation, what event did the Jewish family survive?","They survived the Holocaust, which is explicitly mentioned as the defining event the family endured.",survived the Holocaust,target,easy,factual,formal,chatgpt,he_batch_chatgpt_02,2025-11-21,yes
he_batch_chatgpt_02_107,he,he_005,מה נשמע? רציתי לדעת אם אתה פנוי מחר בערב לבוא לאכול אצלנו ארוחת שבת.,What's up? I wanted to know if you're free tomorrow evening to come eat Shabbat dinner at our place.,he,en,"Hey, when are they asking if you're free to come over?","They're asking about tomorrow evening, since that's when the invitation is set.",tomorrow evening,target,easy,factual,informal,chatgpt,he_batch_chatgpt_02,2025-11-21,yes
he_batch_chatgpt_02_108,he,he_006,"הים התיכון מתחמם במהירות רבה בשנים האחרונות, והדבר משפיע על המערכת האקולוגית הימית באופן משמעותי.","The Mediterranean Sea has been warming rapidly in recent years, and this is significantly affecting the marine ecological system.",he,en,What temporal trend does the text convey regarding the warming of the Mediterranean Sea?,"It indicates a sustained, ongoing increase in temperature that has occurred over the past several years.",בשנים האחרונות,source,medium,reasoning,formal,chatgpt,he_batch_chatgpt_02,2025-11-21,yes
he_batch_chatgpt_02_109,he,he_005,מה נשמע? רציתי לדעת אם אתה פנוי מחר בערב לבוא לאכול אצלנו ארוחת שבת.,What's up? I wanted to know if you're free tomorrow evening to come eat Shabbat dinner at our place.,he,en,So what's the vibe of the invite when they open with 'מה נשמע?'?,"It creates a friendly, casual tone that frames the invitation as informal and familiar rather than formal or distant.",מה נשמע?,source,medium,reasoning,informal,chatgpt,he_batch_chatgpt_02,2025-11-21,yes
he_batch_chatgpt_02_110,he,he_005,מה נשמע? רציתי לדעת אם אתה פנוי מחר בערב לבוא לאכול אצלנו ארוחת שבת.,What's up? I wanted to know if you're free tomorrow evening to come eat Shabbat dinner at our place.,he,en,How might the cultural significance of the phrase 'Shabbat dinner' influence the social expectations of the invitation?,"It implies a meaningful weekly ritual that carries communal and familial importance, so the invitation suggests a warm, tradition-based gathering rather than a casual meal.",Shabbat dinner,target,hard,ambiguous,formal,chatgpt,he_batch_chatgpt_02,2025-11-21,yes
he_batch_chatgpt_02_111,he,he_004,הספר הזה מספר את סיפורה של משפחה יהודית שניצלה מהשואה והחלה חיים חדשים בארץ אחרת.,This book tells the story of a Jewish family that survived the Holocaust and began a new life in another country.,he,en,"When they say they 'began a new life in another country', what kinda things could that mean for them?","It could involve emotional rebuilding, cultural adjustment, or redefining their identity after trauma, since the phrase suggests a broad shift rather than a single concrete action.",began a new life in another country,target,hard,ambiguous,informal,chatgpt,he_batch_chatgpt_02,2025-11-21,yes
he_batch_chatgpt_03_112,he,he_007,הוא עבד כמו כלב כל השנה כדי לחסוך מספיק כסף לנסיעה לחו״ל שתמיד חלם עליה.,He worked like a dog all year to save enough money for the overseas trip he had always dreamed about.,he,en,"According to the English translation, what specific goal motivated his year-long effort?",He was trying to save enough money to pay for the overseas trip he had long imagined taking.,the overseas trip he had always dreamed about,target,easy,factual,formal,chatgpt,he_batch_chatgpt_03,2025-11-21,yes
he_batch_chatgpt_03_113,he,he_009,"בחגיגות יום העצמאות, אלפי אנשים התכנסו בכיכר העיר לצפות במופע זיקוקים מרהיב ולחגוג יחד.","During Independence Day celebrations, thousands of people gathered in the city square to watch a spectacular fireworks show and celebrate together.",he,en,So what were people actually hanging around the square to see?,They were waiting for a big fireworks display that everyone could enjoy together.,מופע זיקוקים מרהיב,source,easy,factual,informal,chatgpt,he_batch_chatgpt_03,2025-11-21,yes
he_batch_chatgpt_03_114,he,he_008,"על מנת להתקין את התוכנה, יש להריץ את קובץ ההתקנה ולפעול לפי ההוראות המופיעות על המסך.","To install the software, you must run the installation file and follow the instructions that appear on the screen.",he,en,What degree of obligation is implied in the translated instructions regarding how the software must be installed?,"The translation expresses a strict obligation, indicating that running the installation file and following the on-screen instructions is required rather than optional.",you must run the installation file,target,medium,reasoning,formal,chatgpt,he_batch_chatgpt_03,2025-11-21,yes
he_batch_chatgpt_03_115,he,he_007,הוא עבד כמו כלב כל השנה כדי לחסוך מספיק כסף לנסיעה לחו״ל שתמיד חלם עליה.,He worked like a dog all year to save enough money for the overseas trip he had always dreamed about.,he,en,"Why do you think the text uses the idiom about working 'like a dog', and what kind of feeling does that give off?","It signals that he put in exhausting, relentless effort, and it adds a gritty, informal tone that suggests he really pushed himself.",עבד כמו כלב כל השנה,source,medium,reasoning,informal,chatgpt,he_batch_chatgpt_03,2025-11-21,yes
he_batch_chatgpt_03_116,he,he_009,"בחגיגות יום העצמאות, אלפי אנשים התכנסו בכיכר העיר לצפות במופע זיקוקים מרהיב ולחגוג יחד.","During Independence Day celebrations, thousands of people gathered in the city square to watch a spectacular fireworks show and celebrate together.",he,en,"In the holiday scene described, how should one interpret whether the collective gathering reflects mere attendance or a deeper cultural practice of communal celebration?","The translation allows both readings: people could simply be attending a public event, but the emphasis on celebrating together hints at a culturally rooted tradition of shared national festivities.",thousands of people gathered in the city square,target,hard,ambiguous,formal,chatgpt,he_batch_chatgpt_03,2025-11-21,yes
he_batch_chatgpt_03_117,he,he_008,"על מנת להתקין את התוכנה, יש להריץ את קובץ ההתקנה ולפעול לפי ההוראות המופיעות על המסך.","To install the software, you must run the installation file and follow the instructions that appear on the screen.",he,en,"When the text says to follow the on-screen instructions, do you think that means there's only one correct path or could the steps be open to different interpretations?","It likely suggests a fixed, guided sequence, but the phrase could also imply that users might interpret some instructions differently depending on their experience level.",לפעול לפי ההוראות המופיעות על המסך,source,hard,ambiguous,informal,chatgpt,he_batch_chatgpt_03,2025-11-21,yes
he_batch_chatgpt_04_118,he,he_011,המחקר מצא קשר ישיר בין צריכת ירקות ופירות לבין ירידה בסיכון למחלות לב וכלי דם.,The study found a direct link between consumption of vegetables and fruits and a reduction in the risk of cardiovascular diseases.,he,en,What specific relationship did the study identify regarding diet and health outcomes?,The study identified a direct relationship between eating more vegetables and fruits and a lower likelihood of cardiovascular diseases.,a direct link between consumption of vegetables and fruits,target,easy,factual,formal,chatgpt,he_batch_chatgpt_04,2025-11-21,yes
he_batch_chatgpt_04_119,he,he_010,"אני ממש לא מבין למה אתה כל כך עצבני, זה לא סוף העולם אם נאחר קצת לפגישה.","I really don't understand why you're so nervous, it's not the end of the world if we're a bit late to the meeting.",he,en,מה בדיוק הוא אומר לגבי האיחור לפגישה?,He is saying that being a little late is not a serious issue and should not cause stress.,זה לא סוף העולם,source,easy,factual,informal,chatgpt,he_batch_chatgpt_04,2025-11-21,yes
he_batch_chatgpt_04_120,he,he_012,"היא ישבה על הספסל בפארק, קראה ספר וניסתה לשכוח מהלחץ והדאגות של החיים היומיומיים.","She sat on the bench in the park, read a book, and tried to forget about the stress and worries of daily life.",he,en,How does the text imply the character is attempting to manage ongoing stress rather than addressing a one-time issue?,"The repeated or habitual nature of her stress is suggested by the description of her trying to forget ongoing daily pressures, indicating an ongoing pattern rather than a unique moment.",tried to forget about the stress and worries,target,medium,reasoning,formal,chatgpt,he_batch_chatgpt_04,2025-11-21,yes
he_batch_chatgpt_04_121,he,he_010,"אני ממש לא מבין למה אתה כל כך עצבני, זה לא סוף העולם אם נאחר קצת לפגישה.","I really don't understand why you're so nervous, it's not the end of the world if we're a bit late to the meeting.",he,en,Why do you think the speaker in the first sentence sounds frustrated even though they're saying it's ‘not the end of the world’?,"The phrase, while calming, suggests they're trying to counter someone else's tension, which hints at underlying frustration or impatience.",it's not the end of the world,target,medium,reasoning,informal,chatgpt,he_batch_chatgpt_04,2025-11-21,yes
he_batch_chatgpt_04_122,he,he_010,"אני ממש לא מבין למה אתה כל כך עצבני, זה לא סוף העולם אם נאחר קצת לפגישה.","I really don't understand why you're so nervous, it's not the end of the world if we're a bit late to the meeting.",he,en,In what ways could the Hebrew phrase cited suggest cultural expectations about punctuality that might not be obvious from the English translation?,"The Hebrew phrasing could reflect a cultural norm where punctuality is valued yet minor lateness is sometimes treated more flexibly, creating ambiguity about how serious the situation actually feels to the speakers.",נאחר קצת לפגישה,source,hard,ambiguous,formal,chatgpt,he_batch_chatgpt_04,2025-11-21,yes
he_batch_chatgpt_04_123,he,he_012,"היא ישבה על הספסל בפארק, קראה ספר וניסתה לשכוח מהלחץ והדאגות של החיים היומיומיים.","She sat on the bench in the park, read a book, and tried to forget about the stress and worries of daily life.",he,en,"If someone says they're trying to forget ‘the stress and worries of daily life’, do you think they actually expect to escape them, or are they just hoping for a short break?","It is unclear whether they expect real relief or only a brief mental escape, since the phrasing can imply either a temporary distraction or a deeper desire to break routine pressures.",the stress and worries of daily life,target,hard,ambiguous,informal,chatgpt,he_batch_chatgpt_04,2025-11-21,yes
he_batch_chatgpt_05_124,he,he_013,"החברה הודיעה על פיטורים המוניים עקב משבר כלכלי, והדבר עורר תגובות זעם בקרב העובדים והציבור.","The company announced mass layoffs due to an economic crisis, which sparked angry reactions among employees and the public.",he,en,"According to the translation, what specific economic situation led the company to dismiss workers?",The dismissals were a direct result of an economic crisis that created conditions the company felt required mass layoffs.,mass layoffs due to an economic crisis,target,easy,factual,formal,chatgpt,he_batch_chatgpt_05,2025-11-21,yes
he_batch_chatgpt_05_125,he,he_013,"החברה הודיעה על פיטורים המוניים עקב משבר כלכלי, והדבר עורר תגובות זעם בקרב העובדים והציבור.","The company announced mass layoffs due to an economic crisis, which sparked angry reactions among employees and the public.",he,en,So why’d the company end up firing so many people?,Because the company said it was dealing with a major economic crisis and felt forced to lay off a lot of workers.,פיטורים המוניים עקב משבר כלכלי,source,easy,factual,informal,chatgpt,he_batch_chatgpt_05,2025-11-21,yes
he_batch_chatgpt_05_126,he,he_014,הילדים שיחקו במגרש עד שהשמש שקעה והורים התחילו לקרוא להם לחזור הביתה לארוחת ערב.,The children played in the yard until the sun set and parents started calling them to come home for dinner.,he,en,What temporal relationship does the translation imply between the children's playtime and the parents' calls?,"It indicates that the children continued playing until the daylight ended, after which the parents began calling them home.",until the sun set,target,medium,reasoning,formal,chatgpt,he_batch_chatgpt_05,2025-11-21,yes
he_batch_chatgpt_05_127,he,he_014,הילדים שיחקו במגרש עד שהשמש שקעה והורים התחילו לקרוא להם לחזור הביתה לארוחת ערב.,The children played in the yard until the sun set and parents started calling them to come home for dinner.,he,en,What can you figure out about the parents' behavior from how the timing is described?,It shows they waited for the day to wind down and only then started calling the kids back home for dinner.,הורים התחילו לקרוא להם,source,medium,reasoning,informal,chatgpt,he_batch_chatgpt_05,2025-11-21,yes
he_batch_chatgpt_05_128,he,he_015,"מערכת ההפעלה החדשה מציעה ממשק משתמש משופר, אבטחה מתקדמת יותר וביצועים מהירים יותר מהגרסה הקודמת.","The new operating system offers an improved user interface, more advanced security, and faster performance than the previous version.",he,en,How might the improvements mentioned in the operating system be interpreted differently depending on the user's expectations?,"Some users may view the enhancements as genuinely significant upgrades, while others might see them as routine refinements often marketed as major changes.","more advanced security, and faster performance",target,hard,ambiguous,formal,chatgpt,he_batch_chatgpt_05,2025-11-21,yes
he_batch_chatgpt_05_129,he,he_014,הילדים שיחקו במגרש עד שהשמש שקעה והורים התחילו לקרוא להם לחזור הביתה לארוחת ערב.,The children played in the yard until the sun set and parents started calling them to come home for dinner.,he,en,What cultural vibe do you pick up from the scene where the kids keep playing outside until sunset?,"It hints at a familiar everyday routine in many communities where kids stay out playing freely until evening, relying on parents to call them back when dinner’s ready.",הילדים שיחקו במגרש עד שהשמש שקעה,source,hard,ambiguous,informal,chatgpt,he_batch_chatgpt_05,2025-11-21,yes
he_batch_chatgpt_06_130,he,he_016,"בסופו של דבר, החלטנו לוותר על הטיסה הזולה ולקנות כרטיסים יקרים יותר עם חברת תעופה אמינה יותר.","In the end, we decided to give up on the cheap flight and buy more expensive tickets with a more reliable airline.",he,en,"According to the translation, what action did the speaker ultimately take regarding their travel plans?",The speaker abandoned the cheaper option and chose to purchase pricier tickets with a more dependable airline.,we decided to give up on the cheap flight,target,easy,factual,formal,chatgpt,he_batch_chatgpt_06,2025-11-21,yes
he_batch_chatgpt_06_131,he,he_017,"תל אביב נחשבת לעיר התוססת והמודרנית ביותר בישראל, עם חיי לילה עשירים, מסעדות רבות וחופים יפים.","Tel Aviv is considered the most vibrant and modern city in Israel, with rich nightlife, many restaurants, and beautiful beaches.",he,en,"Hey, what vibe does the description of Tel Aviv give off in the translation?","It comes across as super lively and modern, with lots of nightlife and places to hang out.",the most vibrant and modern city in Israel,target,easy,factual,informal,chatgpt,he_batch_chatgpt_06,2025-11-21,yes
he_batch_chatgpt_06_132,he,he_016,"בסופו של דבר, החלטנו לוותר על הטיסה הזולה ולקנות כרטיסים יקרים יותר עם חברת תעופה אמינה יותר.","In the end, we decided to give up on the cheap flight and buy more expensive tickets with a more reliable airline.",he,en,What can be inferred about the speaker's priorities when choosing an airline based on the cited phrase?,"The speaker values reliability over cost, since they consciously gave up a cheaper option to ensure a safer or more dependable experience.",לוותר על הטיסה הזולה ולקנות כרטיסים יקרים יותר,source,medium,reasoning,formal,chatgpt,he_batch_chatgpt_06,2025-11-21,yes
he_batch_chatgpt_06_133,he,he_018,"הרופא המליץ לי לשתות יותר מים, לאכול בריא יותר ולהתחיל לעשות פעילות גופנית באופן קבוע.","The doctor recommended that I drink more water, eat healthier, and start exercising regularly.",he,en,"If a friend told you the doctor said something like the phrase below, what lifestyle change would you guess they need to make first?","They would probably need to improve their daily habits, such as drinking more water or beginning consistent exercise.","drink more water, eat healthier",target,medium,reasoning,informal,chatgpt,he_batch_chatgpt_06,2025-11-21,yes
he_batch_chatgpt_06_134,he,he_016,"בסופו של דבר, החלטנו לוותר על הטיסה הזולה ולקנות כרטיסים יקרים יותר עם חברת תעופה אמינה יותר.","In the end, we decided to give up on the cheap flight and buy more expensive tickets with a more reliable airline.",he,en,The Hebrew expression in the cited segment is sometimes used idiomatically. How might different translations of it affect the tone of the sentence?,"Translating it as 'in the end' creates a neutral narrative tone, while alternatives like 'ultimately' or 'after all' could imply deliberation or resignation, subtly shifting how decisive or reluctant the choice sounds.",בסופו של דבר,source,hard,ambiguous,formal,chatgpt,he_batch_chatgpt_06,2025-11-21,yes
he_batch_chatgpt_06_135,he,he_018,"הרופא המליץ לי לשתות יותר מים, לאכול בריא יותר ולהתחיל לעשות פעילות גופנית באופן קבוע.","The doctor recommended that I drink more water, eat healthier, and start exercising regularly.",he,en,"So when the doctor 'recommended' the stuff in the line below, do you think it's a gentle suggestion or more like a soft command?","It feels like a soft command because the advice concerns essential habits, yet the modal force is mild enough that it could still be interpreted as guidance rather than obligation.",להתחיל לעשות פעילות גופנית באופן קבוע,source,hard,ambiguous,informal,chatgpt,he_batch_chatgpt_06,2025-11-21,yes
he_batch_claude_01_136,he,he_021,"החוק החדש קובע שכל העובדים זכאים לחופשה שנתית בת עשרים ושניים ימים לפחות, בתוספת ימי חג.","The new law stipulates that all employees are entitled to an annual vacation of at least twenty-two days, plus holidays.",he,en,How many days of annual vacation does the new law guarantee?,"The new law guarantees at least twenty-two days of annual vacation, in addition to holidays.","annual vacation of at least twenty-two days, plus holidays",target,easy,factual,formal,claude,he_batch_claude_01,2025-11-21,yes
